Event name,Date,Start Time,End Time,Artists,Venue,Event URL,Number of guests attending
303 Hz Night with Friends at eZo,2020-08-01T00:00:00.000,2020-08-01T22:00:00.000,2020-08-02T18:00:00.000,"HVL, V.C.V.S., skyra, Toke (GE), Cobert, Rezo Glonti, Generali Minerali, Hamatsuki, Jd J, Ani Kvirkvelia, nebbieri, Sulava, Zurkin, Hatsvali, Kote Japaridze, Will Gates, Ika (GE), Kraumur, Parna, DJ Sendnudes, Giorgi Pipia, Reverie, Marikhi, Berika, Shinobi, Temo",Mtatsminda Park,/events/1418532,2
Eco Woods,2020-08-01T00:00:00.000,2020-08-01T23:30:00.000,2020-08-02T03:00:00.000,Mocongo,Kojori Wood,/events/1422965,1
KHIDI Night 中 EZO,2020-08-07T00:00:00.000,2020-08-07T23:00:00.000,2020-08-08T11:00:00.000,"Inhalt der Nacht, Vulkanski, Yanamaste, Boyd Schidt, Frequency Shifter, OTHR, Digital Groove Affair, Generali Minerali, NEUX",Mtatsminda Park,/events/1419873,7
Comet Fest,2020-08-21T00:00:00.000,2020-08-21T23:00:00.000,2020-08-22T09:00:00.000,"George Effe, Altrd Being, Uväll, ESSMEE, Solarmental",Mtatsminda Park,/events/1421826,2
Insomnia 010 at Rikeze,2020-08-22T00:00:00.000,2020-08-22T20:00:00.000,2020-08-23T06:00:00.000,"Solarmental, Gio Dalakishvili, Mental Limit",Warehouse [RIKE],/events/1421827,1
RED Alert x Raveloper,2020-08-25T00:00:00.000,2020-08-25T23:59:00.000,2020-08-26T15:00:00.000,"George Effe, Uväll, Clinical Hates, ARAGVELI",Mtatsminda Park,/events/1421770,1
KHIDI Night 中 EZO,2020-08-07T00:00:00.000,2020-08-07T23:00:00.000,2020-08-08T11:00:00.000,"Inhalt der Nacht, Vulkanski, Yanamaste, Boyd Schidt, Frequency Shifter, OTHR, Digital Groove Affair, Generali Minerali, NEUX",Mtatsminda Park,/events/1419873,7
Comet Fest,2020-08-21T00:00:00.000,2020-08-21T23:00:00.000,2020-08-22T09:00:00.000,"George Effe, Altrd Being, Uväll, ESSMEE, Solarmental",Mtatsminda Park,/events/1421826,2
Insomnia 010 at Rikeze,2020-08-22T00:00:00.000,2020-08-22T20:00:00.000,2020-08-23T06:00:00.000,"Solarmental, Gio Dalakishvili, Mental Limit",Warehouse [RIKE],/events/1421827,1
RED Alert x Raveloper,2020-08-25T00:00:00.000,2020-08-25T23:59:00.000,2020-08-26T15:00:00.000,"George Effe, Uväll, Clinical Hates, ARAGVELI",Mtatsminda Park,/events/1421770,1
Comet Fest,2020-08-21T00:00:00.000,2020-08-21T23:00:00.000,2020-08-22T09:00:00.000,"George Effe, Altrd Being, Uväll, ESSMEE, Solarmental",Mtatsminda Park,/events/1421826,2
Insomnia 010 at Rikeze,2020-08-22T00:00:00.000,2020-08-22T20:00:00.000,2020-08-23T06:00:00.000,"Solarmental, Gio Dalakishvili, Mental Limit",Warehouse [RIKE],/events/1421827,1
RED Alert x Raveloper,2020-08-25T00:00:00.000,2020-08-25T23:59:00.000,2020-08-26T15:00:00.000,"George Effe, Uväll, Clinical Hates, ARAGVELI",Mtatsminda Park,/events/1421770,1
Comet Fest,2020-08-21T00:00:00.000,2020-08-21T23:00:00.000,2020-08-22T09:00:00.000,"George Effe, Altrd Being, Uväll, ESSMEE, Solarmental",Mtatsminda Park,/events/1421826,2
Insomnia 010 at Rikeze,2020-08-22T00:00:00.000,2020-08-22T20:00:00.000,2020-08-23T06:00:00.000,"Solarmental, Gio Dalakishvili, Mental Limit",Warehouse [RIKE],/events/1421827,1
RED Alert x Raveloper,2020-08-25T00:00:00.000,2020-08-25T23:59:00.000,2020-08-26T15:00:00.000,"George Effe, Uväll, Clinical Hates, ARAGVELI",Mtatsminda Park,/events/1421770,1
Comet Fest,2020-08-21T00:00:00.000,2020-08-21T23:00:00.000,2020-08-22T09:00:00.000,"George Effe, Altrd Being, Uväll, ESSMEE, Solarmental",Mtatsminda Park,/events/1421826,2
Insomnia 010 at Rikeze,2020-08-22T00:00:00.000,2020-08-22T20:00:00.000,2020-08-23T06:00:00.000,"Solarmental, Gio Dalakishvili, Mental Limit",Warehouse [RIKE],/events/1421827,1
RED Alert x Raveloper,2020-08-25T00:00:00.000,2020-08-25T23:59:00.000,2020-08-26T15:00:00.000,"George Effe, Uväll, Clinical Hates, ARAGVELI",Mtatsminda Park,/events/1421770,1
Comet Fest,2020-08-21T00:00:00.000,2020-08-21T23:00:00.000,2020-08-22T09:00:00.000,"George Effe, Altrd Being, Uväll, ESSMEE, Solarmental",Mtatsminda Park,/events/1421826,2
Insomnia 010 at Rikeze,2020-08-22T00:00:00.000,2020-08-22T20:00:00.000,2020-08-23T06:00:00.000,"Solarmental, Gio Dalakishvili, Mental Limit",Warehouse [RIKE],/events/1421827,1
RED Alert x Raveloper,2020-08-25T00:00:00.000,2020-08-25T23:59:00.000,2020-08-26T15:00:00.000,"George Effe, Uväll, Clinical Hates, ARAGVELI",Mtatsminda Park,/events/1421770,1
RED Alert x Raveloper,2020-08-25T00:00:00.000,2020-08-25T23:59:00.000,2020-08-26T15:00:00.000,"George Effe, Uväll, Clinical Hates, ARAGVELI",Mtatsminda Park,/events/1421770,1
RED Alert x Raveloper,2020-08-25T00:00:00.000,2020-08-25T23:59:00.000,2020-08-26T15:00:00.000,"George Effe, Uväll, Clinical Hates, ARAGVELI",Mtatsminda Park,/events/1421770,1
