Event name,Date,Start Time,End Time,Artists,Venue,Event URL,Number of guests attending
Rikeze: Generali Minerali / Nika Key,2022-12-01T00:00:00.000,2022-12-01T23:00:00.000,2022-12-02T11:00:00.000,"Generali Minerali, Nika Key",Rikeze Club,/events/1900631,0
Keto • Bekuchi • Uru • DJ Koug • Rydeen,2022-11-26T00:00:00.000,2022-11-26T23:00:00.000,2022-12-04T09:00:00.000,"Keto, Bekuchi",Mtkvarze,/events/1623981,0
Dedaena Weekly Program,2022-11-30T00:00:00.000,2022-11-30T22:00:00.000,2022-12-05T02:00:00.000,"Gabunia, DJ Sense, Generali Minerali, Lasha Guruli",Dedaena,/events/1624714,0
TES ± LUST: ELENE - DJ DELOREAN,2022-12-01T00:00:00.000,2022-12-01T23:00:00.000,2022-12-02T09:00:00.000,"Elene, DJ Delorean",TES,/events/1624820,0
KHIDI x JÄGERMEISTER 中 MOTE EVOLVER NIGHT,2022-12-02T00:00:00.000,2022-12-02T23:59:00.000,2022-12-03T11:00:00.000,"Planetary Assault Systems, The Lady Machine, Ø [Phase]",KHIDI,/events/1617378,8
NOT Radio x DUST,2022-12-02T00:00:00.000,2022-12-02T20:00:00.000,2022-12-02T23:00:00.000,,TBA - DUST,/events/1625272,7
Bassiani x SPIELRAUM,2022-12-02T00:00:00.000,2022-12-02T23:59:00.000,2022-12-03T23:59:00.000,"Afra, KI/KI, Mary Lake, Polly F, Hamatsuki, ISAbella, Parna",Bassiani,/events/1616945,6
Musica Dispersa Experimental Tbilisi,2022-12-02T00:00:00.000,2022-12-02T23:00:00.000,2022-12-03T04:00:00.000,Nick Hudson,Tato Bridge Gallery,/events/1615107,1
Suzie Wong invites Musumeci,2022-12-02T00:00:00.000,2022-12-02T23:00:00.000,2022-12-03T06:00:00.000,"Musumeci, Annatron, MEANDYOU",Suzie Wong Dj Bar,/events/1620439,1
Left Bank Clubnight:,2022-12-02T00:00:00.000,2022-12-02T23:00:00.000,2022-12-03T09:00:00.000,"Jd J, Wesley Wise",Left Bank,/events/1624290,1
Kick: Ninshū - Tomma,2022-12-02T00:00:00.000,2022-12-02T23:00:00.000,2022-12-03T08:00:00.000,"Ninshū, Tomma",Kick,/events/1623142,0
Keto • Bekuchi • Uru • DJ Koug • Rydeen,2022-11-26T00:00:00.000,2022-11-26T23:00:00.000,2022-12-04T09:00:00.000,"Keto, Bekuchi",Mtkvarze,/events/1623981,0
Dedaena Weekly Program,2022-11-30T00:00:00.000,2022-11-30T22:00:00.000,2022-12-05T02:00:00.000,"Gabunia, DJ Sense, Generali Minerali, Lasha Guruli",Dedaena,/events/1624714,0
TES ± LUST: Sportsmanship - dj sweet6teen - CRIME,2022-12-02T00:00:00.000,2022-12-02T23:00:00.000,2022-12-03T09:00:00.000,"Sportsmanship, dj sweet6teen, CRIME",TES,/events/1624821,0
Aprili-KHVEDELIANI / ZAQARIA,2022-12-02T00:00:00.000,2022-12-02T23:00:00.000,2022-12-03T05:00:00.000,,Aprili,/events/1624979,0
