Event name,Date,Start Time,End Time,Artists,Venue,Event URL,Number of guests attending
Fennek Nights at Makerspace •,2024-10-01T00:00:00.000,2024-10-01T23:00:00.000,2024-10-02T13:00:00.000,"Audio Space, Vas+++, KAROL.",Makerspace,/events/2033938,1
"Bekuchi, Autumn Tree, SPYNA [Live]",2024-10-03T00:00:00.000,2024-10-03T23:00:00.000,2024-10-04T07:00:00.000,"Bekuchi, Autumn Tree, SPYNA",TES,/events/2015256,11
Left Bank Clubnight: Nozza B2B LTR • Giorgi Devadze,2024-10-04T00:00:00.000,2024-10-04T23:59:00.000,2024-10-05T08:00:00.000,Giorgi Devadze,Left Bank,/events/2014398,14
Aprili- Buba / levan grdzelidze,2024-10-04T00:00:00.000,2024-10-04T23:00:00.000,2024-10-05T05:00:00.000,,Aprili,/events/2016274,0
Decade of Memories: celebrating 10 years of Bassiani,2024-10-04T00:00:00.000,2024-10-04T23:59:00.000,2024-10-07T03:00:00.000,"Anthony Linell, Arthur Robert, Claudio PRC, DJ MARIA., Haruka, Kancheli, Philippa Pacho, Ndrx, Newa, nebbieri, Nihad Tule, Sandrien, Sunil Sharpe, Tripeo, Voiski, Zadig, Zesknel, Zitto, Christian AB, Quest, Dito, Gio Shengelia, Hamatsuki, skyra, HVL, Irakli, Kvanchi, Zurkin, Natalie Robinson, Resom, Sophie Phare, Telephones, Valley Dolly, .VRIL",Bassiani,/events/1998895,102
Tbilisi Fall Set • 2024,2024-10-04T00:00:00.000,2024-10-04T23:00:00.000,2024-10-06T12:00:00.000,"NTO, Teho, Aalson, Xinobi, Robag Wruhme, Roman Flügel",KHIDI,/events/2005503,18
"Roxtone, NIKA J, Ericsson",2024-10-04T00:00:00.000,2024-10-04T23:00:00.000,2024-10-05T07:00:00.000,"Roxtone, Ericsson",TES,/events/2015258,11
Bekuchi • Desirée Falessi • VFY • Saplin • Elene • Gio Dalakishvili,2024-10-04T00:00:00.000,2024-10-04T23:00:00.000,2024-10-05T09:00:00.000,"Bekuchi, Desirée Falessi, Elene, Gio Dalakishvili",Mtkvarze,/events/2013122,1
Blisscoteca VI - Celebration of Love,2024-10-04T00:00:00.000,2024-10-04T21:00:00.000,2024-10-05T06:00:00.000,,TBA - Pomona,/events/2011038,0
"CAFE-GALLERY PRESENTS: PRICHINDEL, GIO SHENGELIA, PATALAKH",2024-10-04T00:00:00.000,2024-10-04T23:00:00.000,2024-10-05T23:59:00.000,"Prichindel, Gio Shengelia",Cafe-Gallery,/events/2015289,0
Zeche Prezents: Murj / kirkita,2024-10-04T00:00:00.000,2024-10-04T23:00:00.000,2024-10-06T06:00:00.000,,Zeche,/events/2015311,0
Kick Presents: ISH (LIBERTINE RECORDS/ BERLIN)  / Generali Minerali,2024-10-04T00:00:00.000,2024-10-04T23:00:00.000,2024-10-05T06:00:00.000,"ISH, Generali Minerali",Kick,/events/2015324,0
PLUS ONE CLUB NIGHT,2024-10-04T00:00:00.000,2024-10-04T23:00:00.000,2024-10-05T06:00:00.000,"Kote Japaridze, MIKAVA",PLUS ONE,/events/2017189,0
Aprili-Nika j / Vas,2024-10-05T00:00:00.000,2024-10-05T23:00:00.000,2024-10-06T05:00:00.000,,Aprili,/events/2016268,0
Decade of Memories: celebrating 10 years of Bassiani,2024-10-04T00:00:00.000,2024-10-04T23:59:00.000,2024-10-07T03:00:00.000,"Anthony Linell, Arthur Robert, Claudio PRC, DJ MARIA., Haruka, Kancheli, Philippa Pacho, Ndrx, Newa, nebbieri, Nihad Tule, Sandrien, Sunil Sharpe, Tripeo, Voiski, Zadig, Zesknel, Zitto, Christian AB, Quest, Dito, Gio Shengelia, Hamatsuki, skyra, HVL, Irakli, Kvanchi, Zurkin, Natalie Robinson, Resom, Sophie Phare, Telephones, Valley Dolly, .VRIL",Bassiani,/events/1998895,102
Tbilisi Fall Set • 2024,2024-10-04T00:00:00.000,2024-10-04T23:00:00.000,2024-10-06T12:00:00.000,"NTO, Teho, Aalson, Xinobi, Robag Wruhme, Roman Flügel",KHIDI,/events/2005503,18
Left Bank Clubnight: Giorgi Pirveli • Dual Pistols b2b FOTD,2024-10-05T00:00:00.000,2024-10-05T23:59:00.000,2024-10-06T08:00:00.000,Dual Pistols,Left Bank,/events/2014439,14
"AUDIO SPACE, LILA TURANGA",2024-10-05T00:00:00.000,2024-10-05T23:00:00.000,2024-10-06T07:00:00.000,AudioSpace,TES,/events/2015260,10
Matthias Meyer - Stimmhalt - Noble Savage Fifth Anniversary,2024-10-05T00:00:00.000,2024-10-05T23:00:00.000,2024-10-06T05:00:00.000,"Matthias Meyer, Stimmhalt",Noble Savage,/events/2015377,4
"CAFE GALLERY PRESENTS: MetapatTern, EtIM, ELENE",2024-10-05T00:00:00.000,2024-10-05T23:00:00.000,2024-10-06T07:00:00.000,"Metapattern, Elene",Cafe-Gallery,/events/2015303,1
KHIDI x Tbilisi Fall Set,2024-10-05T00:00:00.000,2024-10-05T23:00:00.000,2024-10-06T07:00:00.000,"Mike Robox, Nika Key, Saphileaum, Endorphins, Frequency Shifter, Aalson, Dual Pistols, NTO, Teho, Robag Wruhme, KETEVAN, Chikovani, Xinobi, Roman Flügel, L.F.T., Knaughty, STAOX (2), Pierce, Magrra",KHIDI,/events/2022660,1
4Geez • Anna Japaridze • DaDa • 7akka8• 7sotne • KVALI • Dirac • Clean Rock,2024-10-05T00:00:00.000,2024-10-05T23:00:00.000,2024-10-06T09:00:00.000,"KVALI, Dirac",Mtkvarze,/events/2013958,0
"CAFE-GALLERY PRESENTS: PRICHINDEL, GIO SHENGELIA, PATALAKH",2024-10-04T00:00:00.000,2024-10-04T23:00:00.000,2024-10-05T23:59:00.000,"Prichindel, Gio Shengelia",Cafe-Gallery,/events/2015289,0
"CAFE-GALLERY:  CAP, AUDIO SPACE, GIGI, RAZDHEN",2024-10-05T00:00:00.000,2024-10-05T23:00:00.000,2024-10-06T06:00:00.000,"Razhden, Cap, Audio Space",Cafe-Gallery,/events/2015294,0
Zeche Prezents: Murj / kirkita,2024-10-04T00:00:00.000,2024-10-04T23:00:00.000,2024-10-06T06:00:00.000,,Zeche,/events/2015311,0
KICK PRESENTS: KAPA / KASHIA,2024-10-05T00:00:00.000,2024-10-05T23:00:00.000,2024-10-06T06:00:00.000,,Kick,/events/2015353,0
plus one presents: club night,2024-10-05T00:00:00.000,2024-10-05T23:00:00.000,2024-10-06T06:00:00.000,,PLUS ONE,/events/2017191,0
