Event name,Date,Start Time,End Time,Artists,Venue,Event URL,Number of guests attending
Delete,2020-05-04T00:00:00.000,2020-05-04T11:00:00.000,2020-05-11T20:00:00.000,,Holoseum,/events/1446930,1
Delete,2020-05-04T00:00:00.000,2020-05-04T11:00:00.000,2020-05-11T20:00:00.000,,Holoseum,/events/1446930,1
Delete,2020-05-04T00:00:00.000,2020-05-04T11:00:00.000,2020-05-11T20:00:00.000,,Holoseum,/events/1446930,1
Delete,2020-05-04T00:00:00.000,2020-05-04T11:00:00.000,2020-05-11T20:00:00.000,,Holoseum,/events/1446930,1
Delete,2020-05-04T00:00:00.000,2020-05-04T11:00:00.000,2020-05-11T20:00:00.000,,Holoseum,/events/1446930,1
Delete,2020-05-04T00:00:00.000,2020-05-04T11:00:00.000,2020-05-11T20:00:00.000,,Holoseum,/events/1446930,1
Delete,2020-05-04T00:00:00.000,2020-05-04T11:00:00.000,2020-05-11T20:00:00.000,,Holoseum,/events/1446930,1
Delete,2020-05-04T00:00:00.000,2020-05-04T11:00:00.000,2020-05-11T20:00:00.000,,Holoseum,/events/1446930,1
Delete,2020-05-04T00:00:00.000,2020-05-04T11:00:00.000,2020-05-11T20:00:00.000,,Holoseum,/events/1446930,1
Delete,2020-05-04T00:00:00.000,2020-05-04T11:00:00.000,2020-05-11T20:00:00.000,,Holoseum,/events/1446930,1
Delete,2020-05-04T00:00:00.000,2020-05-04T11:00:00.000,2020-05-11T20:00:00.000,,Holoseum,/events/1446930,1
