Event name,Date,Start Time,End Time,Artists,Venue,Event URL,Number of guests attending
"Tamada, kohre, levi love disco, tobako tween, beqa,  maxara",2024-07-02T00:00:00.000,2024-07-02T18:00:00.000,2024-07-03T05:00:00.000,"Tamada, Levi Love Disco, Tobako Tween, BEQA",Love Bar,/events/1949377,2
TES X TRANCEFORMATION by TREEBAL,2024-07-04T00:00:00.000,2024-07-04T23:00:00.000,2024-07-05T07:00:00.000,,TES,/events/1956201,2
Tranceformation,2024-07-04T00:00:00.000,2024-07-04T23:00:00.000,2024-07-05T06:00:00.000,,TES,/events/1952781,1
Left Bank Clubnight: Routes Not Roots • Dual Pistols b2b Joyc • Bekuchi,2024-07-05T00:00:00.000,2024-07-05T23:59:00.000,2024-07-06T09:00:00.000,"Routes Not Roots, Bekuchi, Dual Pistols, Joyc",Left Bank,/events/1957997,15
Aprili-skyra/ Boya,2024-07-05T00:00:00.000,2024-07-05T23:00:00.000,2024-07-06T05:00:00.000,skyra,Aprili,/events/1958778,0
"Comethisfar, Marie Montexier, Nicola Cruz, Quelza, Vako T, Yousuke Yukimatsu, Yves, Zesknel",2024-07-05T00:00:00.000,2024-07-05T23:59:00.000,2024-07-06T12:00:00.000,"Comethisfar, Marie Montexier, Quelza, Yousuke Yukimatsu, Zesknel, Nicola Cruz",Bassiani,/events/1937084,21
KHIDI 中 G2: KETEVAN ❚ OTHR ❚ Puritan,2024-07-05T00:00:00.000,2024-07-05T23:59:00.000,2024-07-06T11:00:00.000,"KETEVAN, OTHR, Puritan",KHIDI,/events/1950244,18
Cult,2024-07-05T00:00:00.000,2024-07-05T23:00:00.000,2024-07-06T06:00:00.000,"Saturn (2), oneetua, irrationalizard, Dolgov Vitaliy, PYANKOV",TBA - Sound Club Mechanica,/events/1955877,11
eZ0 Festival Opening,2024-07-05T00:00:00.000,2024-07-05T23:00:00.000,2024-07-06T06:00:00.000,"sTia, Rati, AudioSpace, Autumn Tree, Gio Shengelia, Zurkin, Tomma, Hatsvali, Pasha, Hudson, Ika (GE), Usherenko",eZo Festival,/events/1938736,10
Danny Faber at Noble Savage,2024-07-05T00:00:00.000,2024-07-05T23:00:00.000,2024-07-06T05:00:00.000,Danny Faber,Noble Savage,/events/1956625,0
Glispy X Beau Mot Plage Showcase: Gira • Levan Grdzelidze B2B Buba • Hoser,2024-07-05T00:00:00.000,2024-07-05T23:00:00.000,2024-07-06T23:00:00.000,"Gira (FR), Hoser",Mtkvarze,/events/1958946,0
Love bar peresents: Toko K B2B Iotham | Revi,2024-07-05T00:00:00.000,2024-07-05T23:59:00.000,2024-07-06T06:00:00.000,,Love Bar,/events/1959218,0
KICK PERESENTS: LUCHE / LILA TURANGA,2024-07-05T00:00:00.000,2024-07-05T23:00:00.000,2024-07-06T06:00:00.000,,Kick,/events/1959229,0
"EXODIVE, EDGE, DJ Sense, kozmana",2024-07-05T00:00:00.000,2024-07-05T23:00:00.000,2024-07-06T07:00:00.000,"DJ Sense, kozmana",TES,/events/1959446,0
Left Bank Clubnight: Giorgi Pipia • Sournois • Steinblum,2024-07-06T00:00:00.000,2024-07-06T23:59:00.000,2024-07-07T09:00:00.000,"Giorgi Pipia, Sournois",Left Bank,/events/1958010,17
Aprili-Crisco / VFY,2024-07-06T00:00:00.000,2024-07-06T23:00:00.000,2024-07-07T05:00:00.000,,Aprili,/events/1958779,1
KHIDI 中 G2: LILITH ❚ Objector Trax ❚ Vnjoka,2024-07-06T00:00:00.000,2024-07-06T23:59:00.000,2024-07-07T11:00:00.000,"Lilith., Objector Trax, Vnjoka",KHIDI,/events/1956690,11
"Osmosis: 3AM, Aksed, DJ Surge, Generali Minerali, Obstructor",2024-07-06T00:00:00.000,2024-07-06T23:59:00.000,2024-07-07T12:00:00.000,"3AM (GE), Aksed, DJ Surge, Generali Minerali, Obstructor",Bassiani,/events/1937094,10
"Makerspace Invites: Cleo Leigh, PIGO, sünet, steezus931",2024-07-06T00:00:00.000,2024-07-06T22:00:00.000,2024-07-07T08:00:00.000,,Makerspace,/events/1958458,3
Elefunk & Levi Love Disco at Noble Savage,2024-07-06T00:00:00.000,2024-07-06T23:00:00.000,2024-07-07T06:00:00.000,Levi Love Disco,Noble Savage,/events/1956649,0
Glispy X Beau Mot Plage Showcase: Gira • Levan Grdzelidze B2B Buba • Hoser,2024-07-05T00:00:00.000,2024-07-05T23:00:00.000,2024-07-06T23:00:00.000,"Gira (FR), Hoser",Mtkvarze,/events/1958946,0
Small Room: DJ Sense • Sevda • Iotham,2024-07-06T00:00:00.000,2024-07-06T23:00:00.000,2024-07-07T09:00:00.000,"DJ Sense, Sevda",Mtkvarze,/events/1958949,0
LOVE BAR PRESENTS: HAVERDI,2024-07-06T00:00:00.000,2024-07-06T21:00:00.000,2024-07-07T06:00:00.000,Haverdi,Love Bar,/events/1959220,0
KICK PRESENTS: DJ ASTROBEE / BEBUR,2024-07-06T00:00:00.000,2024-07-06T23:00:00.000,2024-07-07T06:00:00.000,Astrobee,Kick,/events/1959228,0
TES X FANTASTIC PLANET,2024-07-06T00:00:00.000,2024-07-06T23:00:00.000,2024-07-07T07:00:00.000,"Trotsky, Mtvare, Toke (GE), Zurkin",TES,/events/1959441,0
PLUS ONE,2024-07-07T00:00:00.000,2024-07-07T23:00:00.000,2024-07-08T14:00:00.000,KAROL.,PLUS ONE,/events/2034963,0
Love bar presents: Bebur | Ikako,2024-07-07T00:00:00.000,2024-07-07T23:00:00.000,2024-07-08T06:00:00.000,,Love Bar,/events/1959222,0
Sunday Open Decks,2024-07-07T00:00:00.000,2024-07-07T23:00:00.000,2024-07-08T07:00:00.000,,TES,/events/1959448,0
OPEN STAGE,2024-07-10T00:00:00.000,2024-07-10T19:00:00.000,2024-07-11T02:00:00.000,KAROL.,Dedaena Bar,/events/2034269,1
Ritmo Sur #013 - forbidden dances,2024-07-11T00:00:00.000,2024-07-11T20:00:00.000,2024-07-12T02:00:00.000,brAAAden,"TBA - Revolution Bar, 9 Shalva Dadiani St, Tbilisi",/events/1960482,2
LOVE BAR PRESENTS: OPEN DECKS,2024-07-11T00:00:00.000,2024-07-11T20:00:00.000,2024-07-14T06:00:00.000,,Love Bar,/events/1961862,0
Left Bank Clubnight: Pariah • Memotech b2b Ash • Olly,2024-07-12T00:00:00.000,2024-07-12T23:59:00.000,2024-07-13T09:00:00.000,"Pariah, OLLY (2), Ash Scholem, Memotech",Left Bank,/events/1958014,25
Aprili-Vitamins DB / 151 soundsystem / Dirac,2024-07-12T00:00:00.000,2024-07-12T23:00:00.000,2024-07-13T05:00:00.000,,Aprili,/events/1963086,0
Invited by Residents,2024-07-12T00:00:00.000,2024-07-12T23:59:00.000,2024-07-13T23:59:00.000,"Kancheli, DJ Rolando, Ndrx, ANNĒ, nebbieri, Mary Lake, Newa, Zisko, Zitto, David Fogarty, Dito, Hamatsuki, Amelia Holt, HVL, skyra, Kvanchi, Pasha, Sophie Phare, Nin Ne",Bassiani,/events/1944504,40
