Event name,Date,Start Time,End Time,Artists,Venue,Event URL,Number of guests attending
NYd: Oliver Hafenbauer ✦ Kraumur ✦ Nozza b2b Routes Not Roots,2024-01-01T00:00:00.000,2024-01-01T23:00:00.000,2024-01-02T09:00:00.000,"Oliver Hafenbauer, Routes Not Roots, Kraumur",Left Bank,/events/1829266,19
Aprili - Oshana / Brasi,2024-01-01T00:00:00.000,2024-01-01T23:59:00.000,2024-01-02T06:00:00.000,"Oshana, Brasi",Aprili,/events/1832437,4
KHIDI 中 Ancient Methods ❚ Imperial Black Unit ❚ Ludwig A.F. ❚ Vulkanski ❚ OTHR ❚ Saphileaum,2024-01-01T00:00:00.000,2024-01-01T23:59:00.000,2024-01-02T16:00:00.000,"Ancient Methods, Imperial Black Unit, Vulkanski, OTHR, Ludwig A.F., Saphileaum, Liza Rivs, Puritan",KHIDI,/events/1826173,47
"ATEQ, DJ Dustin, HVL, Lea Lisa, Resom, skyra, Vril",2024-01-01T00:00:00.000,2024-01-01T23:59:00.000,2024-01-02T12:00:00.000,"HVL, Resom, .VRIL, DJ Dustin, Lea Lisa, skyra",Bassiani,/events/1822367,18
SODOM,2024-01-01T00:00:00.000,2024-01-01T23:00:00.000,2024-01-02T09:00:00.000,,TES,/events/1832787,2
Aprili - D'Julz / Yves,2024-01-02T00:00:00.000,2024-01-02T23:00:00.000,2024-01-03T05:00:00.000,,Aprili,/events/1832440,4
Left Bank: Homo Freq,2024-01-04T00:00:00.000,2024-01-04T22:00:00.000,2024-01-05T03:00:00.000,,Left Bank,/events/1833050,11
DRAMA RADIO STREAM + PARTY,2024-01-04T00:00:00.000,2024-01-04T23:00:00.000,2024-01-05T09:30:00.000,"Ani Kvirkvelia, Thomas Hessler, Objector Trax, kozmana",TES,/events/1836445,1
Left Bank Clubnight: Bekuchi / Seqta / Yamoc,2024-01-05T00:00:00.000,2024-01-05T23:59:00.000,2024-01-06T09:00:00.000,"Seqta, Bekuchi, Yamoc",Left Bank,/events/1836349,25
Aprili - PARAMIDA / Usherenko / Gigi,2024-01-05T00:00:00.000,2024-01-05T23:00:00.000,2024-01-06T05:00:00.000,"PARAMIDA, Usherenko",Aprili,/events/1833292,1
Nips: Bacho / Cobert (LIVE) / Hudson,2024-01-05T00:00:00.000,2024-01-05T23:59:00.000,2024-01-06T08:00:00.000,Bacho,Nips,/events/1837437,0
"MCMLXXXV, nd_baumecker, nebbieri, Nikala, Parna, Pasha, SPFDJ, Salome, Zesknel",2024-01-05T00:00:00.000,2024-01-05T23:59:00.000,2024-01-06T12:30:00.000,"MCMLXXXV, nebbieri, Nikala, SPFDJ, SALOME, Zesknel, nd_baumecker, Parna, Pasha (2)",Bassiani,/events/1825561,35
KHIDI 中 Boston 168 ❚ Supergloss ❚ Frequency Shifter ❚ Objector Trax ❚ Gio Shengelia ❚ MORB,2024-01-05T00:00:00.000,2024-01-05T23:59:00.000,2024-01-06T11:30:00.000,"Boston 168, Supergloss, Frequency Shifter, Objector Trax, Gio Shengelia, MORB, Cillian",KHIDI,/events/1829613,31
Kino (Phonotheque/UY) • Giorgi Devadze • Ika • Neon Warrior • Autumn Tree,2024-01-05T00:00:00.000,2024-01-05T23:00:00.000,2024-01-06T09:00:00.000,"KINO (UY), Giorgi Devadze, Ika (GE), Neon Warrior, Autumn Tree",Mtkvarze,/events/1836541,5
"PIERRE B, Maukook, Ottonian, PETIT ASTRONAUT",2024-01-05T00:00:00.000,2024-01-05T23:00:00.000,2024-01-06T10:00:00.000,"Maukook, Ottonian",TES,/events/1836451,2
Left Bank Clubnight: LVN b2b Trotsky / Wesley Wise,2024-01-06T00:00:00.000,2024-01-06T23:59:00.000,2024-01-07T09:00:00.000,"LVN., Trotsky, Wesley Wise",Left Bank,/events/1837227,21
Aprili - Sevda / Bero,2024-01-06T00:00:00.000,2024-01-06T23:00:00.000,2024-01-07T05:00:00.000,"Sevda, Bero",Aprili,/events/1837885,0
Hydrash x Herrensauna,2024-01-06T00:00:00.000,2024-01-06T23:59:00.000,2024-01-07T12:00:00.000,"MCMLXXXV, SALOME, SPFDJ",Bassiani,/events/1826203,24
Baby Milk Mafia,2024-01-06T00:00:00.000,2024-01-06T23:59:00.000,2024-01-07T10:00:00.000,"Dual Pistols, borisluvv, Punk Attack",TBA - TBILI ORGIA,/events/1834624,20
SKAZZ [Live] • Hitori Ni • VFY • Yamoc • Jasper Johns • Levan Grdzelidze,2024-01-06T00:00:00.000,2024-01-06T23:00:00.000,2024-01-07T09:00:00.000,"Tobako Tween, Yamoc, jasperjohns",Mtkvarze,/events/1836543,4
"gwän, DJ Surge, Neon Warrior, STAOX",2024-01-06T00:00:00.000,2024-01-06T23:00:00.000,2024-01-07T09:30:00.000,"gwän, DJ Surge, Neon Warrior",TES,/events/1836458,1
Soulidan Showcase,2024-01-06T00:00:00.000,2024-01-06T23:00:00.000,2024-01-07T10:00:00.000,"MiNNA, Soulidan",TBA - Cafe Gallery,/events/1837888,0
"ANMAN (Live), IKA B2B Usherenko",2024-01-11T00:00:00.000,2024-01-11T23:00:00.000,2024-01-12T09:30:00.000,"Ika (GE), Usherenko",TES,/events/1839757,1
Left Bank Clubnight: SKY H1 / Ani Kvirkvelia / 5nipss,2024-01-12T00:00:00.000,2024-01-12T23:59:00.000,2024-01-14T10:00:00.000,"SKY H1, Ani Kvirkvelia",Left Bank,/events/1838140,23
ACID by TBU Club,2024-01-12T00:00:00.000,2024-01-12T23:00:00.000,2024-01-13T04:00:00.000,,Tabu Club,/events/1840587,0
Aprili - Admo / Khvedeliani,2024-01-12T00:00:00.000,2024-01-12T23:00:00.000,2024-01-13T05:00:00.000,Admo,Aprili,/events/1841427,0
KHIDI 中 Pablo Bozzi ❚ Fiedel ❚ OLIVER ❚ Sevda ❚ SANI ❚ OORT ❚ EVA IVER,2024-01-12T00:00:00.000,2024-01-12T23:59:00.000,2024-01-13T11:30:00.000,"Pablo Bozzi, Fiedel, Sevda, 00rt",KHIDI,/events/1836611,35
Bassiani x Dekmantel,2024-01-12T00:00:00.000,2024-01-12T23:59:00.000,2024-01-13T12:00:00.000,"I-F, Kvanchi, Dito, Sedef Adasï, Young Marco, Hamatsuki, Suze Ijó",Bassiani,/events/1827212,12
Buba • Seqta • Aghnie • Heno • Iko,2024-01-12T00:00:00.000,2024-01-12T23:00:00.000,2024-01-13T09:00:00.000,Seqta,Mtkvarze,/events/1838677,3
"SITSOPE, Generali Minerali, BIT2BI, 1002NIGHTS",2024-01-12T00:00:00.000,2024-01-12T23:00:00.000,2024-01-13T09:30:00.000,"SITSOPE, Generali Minerali",TES,/events/1839758,3
Nips: Skazz / Noah Fisher / Ancut,2024-01-12T00:00:00.000,2024-01-12T22:30:00.000,2024-01-13T06:00:00.000,Ancut,Nips,/events/1833510,0
Left Bank Clubnight: Olly / Natuta / Utah,2024-01-13T00:00:00.000,2024-01-13T23:59:00.000,2024-01-14T06:00:00.000,"OLLY (2), Natuta, Utah",Left Bank,/events/1838141,24
Left Bank Clubnight: SKY H1 / Ani Kvirkvelia / 5nipss,2024-01-12T00:00:00.000,2024-01-12T23:59:00.000,2024-01-14T10:00:00.000,"SKY H1, Ani Kvirkvelia",Left Bank,/events/1838140,23
Underground Kinetics – UK,2024-01-13T00:00:00.000,2024-01-13T23:00:00.000,2024-01-14T05:00:00.000,,Tabu Club,/events/1840598,0
Aprili - Sexy Bicycle / Ika,2024-01-13T00:00:00.000,2024-01-13T23:00:00.000,2024-01-14T05:00:00.000,Ika (GE),Aprili,/events/1841430,0
"Osmosis: Kancheli, Ndrx, Newa, Zitto",2024-01-13T00:00:00.000,2024-01-13T23:59:00.000,2024-01-14T12:00:00.000,"Kancheli, Ndrx, Newa, Zitto",Bassiani,/events/1829997,17
