Event name,Date,Start Time,End Time,Artists,Venue,Event URL,Number of guests attending
Horoom: Aksed // Ani Kvirkvelia // HVL  // Jd J,2022-08-05T00:00:00.000,2022-08-05T23:59:00.000,2022-08-06T12:00:00.000,"Aksed, HVL, Ani Kvirkvelia, Jd J",Bassiani,/events/1567126,1
TES ± LUST: DJ ASTROBEE - OLLY - Bardia Mehrzadeh,2022-08-05T00:00:00.000,2022-08-05T23:00:00.000,2022-08-06T08:00:00.000,"OLLY (2), Bardia Mehrzadeh",TES,/events/1642805,0
Leftbank Clubnight,2022-08-05T00:00:00.000,2022-08-05T23:00:00.000,2022-08-07T06:00:00.000,"Dali (GE), Seqta",Left Bank,/events/1567712,0
KHIDI 中 G2: SEASON CLOSING ❚ OTHR ❚ Frequency Shifter ❚ NITSA,2022-08-05T00:00:00.000,2022-08-05T23:59:00.000,2022-08-06T09:00:00.000,"OTHR, Frequency Shifter, Nitsa.",KHIDI,/events/1568280,0
Horoom: Beka Wu // Hamatsuki // Sophie Phare,2022-08-06T00:00:00.000,2022-08-06T23:59:00.000,2022-08-07T12:00:00.000,"Beka Wu, Hamatsuki, Sophie Phare",Bassiani,/events/1567141,2
Leftbank Clubnight,2022-08-05T00:00:00.000,2022-08-05T23:00:00.000,2022-08-07T06:00:00.000,"Dali (GE), Seqta",Left Bank,/events/1567712,0
TES ± LUST: Mancho - Trotsky,2022-08-11T00:00:00.000,2022-08-11T23:00:00.000,2022-08-12T07:00:00.000,"Mancho, Trotsky",TES,/events/1571342,0
Horoom: Kancheli // Ndrx // Newa // Zurkin,2022-08-12T00:00:00.000,2022-08-12T23:59:00.000,2022-08-13T12:00:00.000,"Kancheli, Ndrx, Newa, Zurkin",Bassiani,/events/1567614,6
"Clubnight: Olly, Wesley Wise",2022-08-12T00:00:00.000,2022-08-12T23:30:00.000,2022-08-13T07:00:00.000,Wesley Wise,Left Bank,/events/1571021,1
TES ± LUST: Ottonian - BOYA - LVN,2022-08-12T00:00:00.000,2022-08-12T23:00:00.000,2022-08-13T07:00:00.000,Ottonian,TES,/events/1571344,0
Horoom: Dito // Kvanchi // ninasupsa,2022-08-13T00:00:00.000,2022-08-13T23:59:00.000,2022-08-14T12:00:00.000,"Dito, Kvanchi, ninasupsa",Bassiani,/events/1568163,4
Clubnight: Esi ✦ Nika Maisuradze,2022-08-13T00:00:00.000,2022-08-13T23:30:00.000,2022-08-14T07:00:00.000,Esi (De Re),Left Bank,/events/1571022,2
TES ± LUST: Ani Kvirkvelia - kozmana - DJ DELOREAN,2022-08-13T00:00:00.000,2022-08-13T23:00:00.000,2022-08-14T07:00:00.000,"Ani Kvirkvelia, kozmana, DJ Delorean",TES,/events/1571476,0
TES ± LUST: Generali Minerali - RYDEEN,2022-08-18T00:00:00.000,2022-08-18T23:00:00.000,2022-08-19T07:00:00.000,"Generali Minerali, Rydeen (AU)",TES,/events/1573888,0
Horoom: Cashu // HVL // OLLY,2022-08-19T00:00:00.000,2022-08-19T23:59:00.000,2022-08-20T12:00:00.000,"Cashu, HVL, OLLY (2)",Bassiani,/events/1571283,4
Clubnight: Ani Kvirkvelia ✦ Sportsmanship,2022-08-19T00:00:00.000,2022-08-19T23:00:00.000,2022-08-20T08:00:00.000,,Left Bank,/events/1573332,1
TES ± LUST: LEVAN GRDZELIDZE - DJ Sense - TEVZ - ZAQARIA,2022-08-19T00:00:00.000,2022-08-19T23:00:00.000,2022-08-20T07:00:00.000,DJ Sense,TES,/events/1573890,0
REWIND: Den ✦ Georgie Boy ✦ Levan Maisuradze ✦,2022-08-20T00:00:00.000,2022-08-20T23:00:00.000,2022-08-21T08:00:00.000,,Left Bank,/events/1573333,2
Horoom: Boyá // G.Kura // IKA,2022-08-20T00:00:00.000,2022-08-20T23:59:00.000,2022-08-21T12:00:00.000,"Boyá, Ika (GE)",Bassiani,/events/1572305,0
TES ± LUST: Liza Rivs - Frequency Shifter - VERBAL AKA DJ EXTRACHEESE,2022-08-20T00:00:00.000,2022-08-20T23:00:00.000,2022-08-21T07:00:00.000,"Liza Rivs, Frequency Shifter",TES,/events/1573894,0
TES ± LUST: Sani - TEKKON,2022-08-25T00:00:00.000,2022-08-25T23:00:00.000,2022-08-26T07:00:00.000,Sani,TES,/events/1576807,0
Horoom: Hamatsuki // Kvanchi // Rydeen // Sophie Phare,2022-08-26T00:00:00.000,2022-08-26T23:59:00.000,2022-08-27T12:00:00.000,"Hamatsuki, Kvanchi, Sophie Phare",Bassiani,/events/1572679,4
Anderson - at Aprili,2022-08-26T00:00:00.000,2022-08-26T22:00:00.000,2022-08-27T04:00:00.000,"Anderson (US), Giorgi Devadze",Aprili,/events/1575558,3
TES ± LUST: Capablanca - CHIDA |KHIDASHELI,2022-08-26T00:00:00.000,2022-08-26T23:00:00.000,2022-08-27T07:00:00.000,"Capablanca, CHIDA",TES,/events/1576808,0
Horoom: BMI // miyako // nebbieri // Zesknel // Zitto,2022-08-27T00:00:00.000,2022-08-27T23:59:00.000,2022-08-28T12:00:00.000,"nebbieri, Zesknel, Zitto",Bassiani,/events/1573202,3
TES ± LUST: WARMUP - Penrose [LIVE] |ECONTAKT A.K.A JAY SEBUA - 1002 NIGHTS,2022-08-27T00:00:00.000,2022-08-27T23:00:00.000,2022-08-28T07:00:00.000,Penrose,TES,/events/1576810,1
Horoom: BMI // miyako // nebbieri // Zesknel // Zitto,2022-08-27T00:00:00.000,2022-08-27T23:59:00.000,2022-08-28T12:00:00.000,"nebbieri, Zesknel, Zitto",Bassiani,/events/1573202,3
TES ± LUST: WARMUP - Penrose [LIVE] |ECONTAKT A.K.A JAY SEBUA - 1002 NIGHTS,2022-08-27T00:00:00.000,2022-08-27T23:00:00.000,2022-08-28T07:00:00.000,Penrose,TES,/events/1576810,1
