Event name,Date,Start Time,End Time,Artists,Venue,Event URL,Number of guests attending
F90 Summer opening,2025-05-03T00:00:00.000,2025-05-03T23:00:00.000,2025-05-04T08:00:00.000,KLING&KLANG,Lokschuppen Berlin,/events/2008220,12
BLUME AUF ASPHALT hosted by Kalte Liebe,2025-05-04T00:00:00.000,2025-05-04T14:00:00.000,2025-05-05T06:00:00.000,,Else,/events/2047659,5
Out Of Line Weekender 2025 'DARK'N'ELECTRO EDITION',2025-05-08T00:00:00.000,2025-05-08T18:00:00.000,2025-05-10T04:00:00.000,Years of Denial,Astra Kulturhaus,/events/2000398,9
Amsterdam Techno Records - OXI on Thursday's [Amsterdam and Berlin],2025-05-08T00:00:00.000,2025-05-08T20:00:00.000,2025-05-09T08:00:00.000,ATR DJ-TEAM,OXI,/events/2022832,2
Out Of Line Weekender 2025 'DARK'N'ELECTRO EDITION',2025-05-08T00:00:00.000,2025-05-08T18:00:00.000,2025-05-10T04:00:00.000,Years of Denial,Astra Kulturhaus,/events/2000398,9
NATURAL pres PROJECT ICARUS + ENRICO TIBERI (Ambient + Experimental Sounds),2025-05-14T00:00:00.000,2025-05-14T19:00:00.000,2025-05-14T23:00:00.000,,Astral Junction,/events/1943115,2
Fauves XXL - TBA,2025-05-15T00:00:00.000,2025-05-15T22:00:00.000,2025-05-16T08:00:00.000,,OXI,/events/2049008,0
7 YEARS EXPEDITIONS,2025-05-16T00:00:00.000,2025-05-16T23:00:00.000,2025-05-17T08:00:00.000,,://about blank,/events/2048158,1
DUALISM,2025-05-17T00:00:00.000,2025-05-17T23:00:00.000,2025-05-18T08:00:00.000,,://about blank,/events/2037066,6
"Dälek (UK), Wildsnail",2025-05-20T00:00:00.000,2025-05-20T19:00:00.000,2025-05-20T23:00:00.000,,Neue Zukunft,/events/2024715,20
NEIL COWLEY TRIO *live,2025-05-21T00:00:00.000,2025-05-21T19:30:00.000,2025-05-21T23:00:00.000,,Gretchen,/events/2037437,3
PiepShow - MayPiep,2025-05-23T00:00:00.000,2025-05-23T20:00:00.000,2025-05-24T10:00:00.000,,KitKatClub,/events/2027331,20
"Devoted w/ Kø:lab, DJ Drekisch",2025-05-24T00:00:00.000,2025-05-24T23:00:00.000,2025-05-25T10:00:00.000,"Kø:lab, DJ DRECKISCH",Lokschuppen Berlin,/events/2034941,13
Shkoon // Berlin // >1 Greater Than One TOUR,2025-05-24T00:00:00.000,2025-05-24T19:00:00.000,2025-05-24T23:59:00.000,Shkoon,Festsaal Kreuzberg,/events/2048873,0
Home Again Club Festival 2025,2025-05-28T00:00:00.000,2025-05-28T23:00:00.000,2025-06-02T04:00:00.000,,RSO.BERLIN,/events/1919029,163
Home Again Club Festival 2025,2025-05-28T00:00:00.000,2025-05-28T23:00:00.000,2025-06-02T04:00:00.000,,RSO.BERLIN,/events/1919029,163
Home Again Club Festival 2025,2025-05-28T00:00:00.000,2025-05-28T23:00:00.000,2025-06-02T04:00:00.000,,RSO.BERLIN,/events/1919029,163
Home Again Club Festival 2025,2025-05-28T00:00:00.000,2025-05-28T23:00:00.000,2025-06-02T04:00:00.000,,RSO.BERLIN,/events/1919029,163
"Dälek (UK), Wildsnail",2025-05-20T00:00:00.000,2025-05-20T19:00:00.000,2025-05-20T23:00:00.000,,Neue Zukunft,/events/2024715,20
NEIL COWLEY TRIO *live,2025-05-21T00:00:00.000,2025-05-21T19:30:00.000,2025-05-21T23:00:00.000,,Gretchen,/events/2037437,3
PiepShow - MayPiep,2025-05-23T00:00:00.000,2025-05-23T20:00:00.000,2025-05-24T10:00:00.000,,KitKatClub,/events/2027331,20
"Devoted w/ Kø:lab, DJ Drekisch",2025-05-24T00:00:00.000,2025-05-24T23:00:00.000,2025-05-25T10:00:00.000,"Kø:lab, DJ DRECKISCH",Lokschuppen Berlin,/events/2034941,13
Shkoon // Berlin // >1 Greater Than One TOUR,2025-05-24T00:00:00.000,2025-05-24T19:00:00.000,2025-05-24T23:59:00.000,Shkoon,Festsaal Kreuzberg,/events/2048873,0
Home Again Club Festival 2025,2025-05-28T00:00:00.000,2025-05-28T23:00:00.000,2025-06-02T04:00:00.000,,RSO.BERLIN,/events/1919029,163
Home Again Club Festival 2025,2025-05-28T00:00:00.000,2025-05-28T23:00:00.000,2025-06-02T04:00:00.000,,RSO.BERLIN,/events/1919029,163
Home Again Club Festival 2025,2025-05-28T00:00:00.000,2025-05-28T23:00:00.000,2025-06-02T04:00:00.000,,RSO.BERLIN,/events/1919029,163
Home Again Club Festival 2025,2025-05-28T00:00:00.000,2025-05-28T23:00:00.000,2025-06-02T04:00:00.000,,RSO.BERLIN,/events/1919029,163
Home Again Club Festival 2025,2025-05-28T00:00:00.000,2025-05-28T23:00:00.000,2025-06-02T04:00:00.000,,RSO.BERLIN,/events/1919029,163
Home Again Club Festival 2025,2025-05-28T00:00:00.000,2025-05-28T23:00:00.000,2025-06-02T04:00:00.000,,RSO.BERLIN,/events/1919029,163
Home Again Club Festival 2025,2025-05-28T00:00:00.000,2025-05-28T23:00:00.000,2025-06-02T04:00:00.000,,RSO.BERLIN,/events/1919029,163
Home Again Club Festival 2025,2025-05-28T00:00:00.000,2025-05-28T23:00:00.000,2025-06-02T04:00:00.000,,RSO.BERLIN,/events/1919029,163
