Event name,Date,Start Time,End Time,Artists,Venue,Event URL,Number of guests attending
SUNDAYS:  AFRO,2023-06-25T00:00:00.000,2023-06-25T16:00:00.000,2023-07-02T23:59:00.000,,TBA - SUNDAYS TBILISI ROOFTOP PARTY,/events/1730078,1
Aprili-Kubick,2023-07-01T00:00:00.000,2023-07-01T23:00:00.000,2023-07-02T05:00:00.000,,Aprili,/events/1733709,0
Jeronimo • Terika • Dasavleli • Mush One • DAISI • Deka • Dirac • Hatsvali,2023-07-01T00:00:00.000,2023-07-01T23:00:00.000,2023-07-02T08:00:00.000,"Deka, Dirac (US), Dirac, Hatsvali",Mtkvarze,/events/1730589,14
Chet Faker (Dj Set) - Mono Hall Season closing night Garden,2023-07-01T00:00:00.000,2023-07-01T23:00:00.000,2023-07-02T10:00:00.000,"Chet Faker, MEANDYOU",Ciskari,/events/1725075,3
Phonique & Ninshū,2023-07-01T00:00:00.000,2023-07-01T23:00:00.000,2023-07-02T05:00:00.000,"Phonique, Ninshū",TBA - El Centro Tbilisi,/events/1728375,2
LOVEBAR: PLUTO's| MONK - TSIREKIDZE - YVES - Parna - SKITTLEZ - KOHRE - Bacho B2B Tomma - BEQA,2023-06-29T00:00:00.000,2023-06-29T19:00:00.000,2023-07-02T06:00:00.000,"Parna, Bacho, Tomma, BEQA",Love Bar,/events/1730834,1
Horoom,2023-07-01T00:00:00.000,2023-07-01T23:59:00.000,2023-07-02T12:00:00.000,"Boyá, Mancho, Razhden",Bassiani,/events/1733881,1
razhden,2023-07-01T00:00:00.000,2023-07-01T23:00:00.000,2023-07-02T06:00:00.000,Ika (GE),Mtkvarze,/events/1730438,0
TES ± GARDEN: ANALOG ROOM AT TES,2023-07-01T00:00:00.000,2023-07-01T23:00:00.000,2023-07-02T10:00:00.000,"Mahyar Parsa, Shemroon",TES,/events/1730839,0
Weekly Program,2023-06-27T00:00:00.000,2023-06-27T21:00:00.000,2023-07-03T02:00:00.000,"Gabunia, Vas+++, Abdali",Dedaena,/events/1731354,0
"Left Bank Clubnight: Gwan, Casper, Edge",2023-07-01T00:00:00.000,2023-07-01T22:00:00.000,2023-07-02T07:00:00.000,"gwän, Casper",Left Bank,/events/1741319,0
SUNDAYS:  AFRO,2023-06-25T00:00:00.000,2023-06-25T16:00:00.000,2023-07-02T23:59:00.000,,TBA - SUNDAYS TBILISI ROOFTOP PARTY,/events/1730078,1
Weekly Program,2023-06-27T00:00:00.000,2023-06-27T21:00:00.000,2023-07-03T02:00:00.000,"Gabunia, Vas+++, Abdali",Dedaena,/events/1731354,0
Weekly Program,2023-07-04T00:00:00.000,2023-07-04T21:00:00.000,2023-07-10T02:00:00.000,,Dedaena,/events/1736064,0
Weekly Program,2023-07-04T00:00:00.000,2023-07-04T21:00:00.000,2023-07-10T02:00:00.000,,Dedaena,/events/1736064,0
Aprili-Denivarlevy / Sis9 /Gigilow,2023-07-06T00:00:00.000,2023-07-06T23:00:00.000,2023-07-07T05:00:00.000,,Aprili,/events/1737106,0
LUST ± GARDEN: LOURNCO LVGS Ⅰ  DJ DELOREAN Ⅰ ROUTES NOT ROOTS,2023-07-06T00:00:00.000,2023-07-06T23:00:00.000,2023-07-07T10:00:00.000,"DJ Delorean, Routes Not Roots",TES,/events/1735852,1
Weekly Program,2023-07-04T00:00:00.000,2023-07-04T21:00:00.000,2023-07-10T02:00:00.000,,Dedaena,/events/1736064,0
Aprili - Onur Özer/Toke/Ika /Usherenko,2023-07-07T00:00:00.000,2023-07-07T23:00:00.000,2023-07-08T05:00:00.000,"Onur Özer, Toke (GE), Ika (GE), Usherenko",Aprili,/events/1734420,2
Bassiani Records Night,2023-07-07T00:00:00.000,2023-07-07T23:59:00.000,2023-07-08T10:00:00.000,"Haruka, Zitto, Kerrie, Nin Ne, Sophie Phare, Rene Wise, Zesknel, DJ Surge, Hiroko Yamamura, OLLY (2)",Bassiani,/events/1721791,34
Left Bank Clubnight: Lena Willikens ✦ Kinzua ✦ Giorgi Pipia ✦ 5nipss,2023-07-07T00:00:00.000,2023-07-07T22:00:00.000,2023-07-09T08:00:00.000,"Lena Willikens, Kinzua, Giorgi Pipia",Left Bank,/events/1735387,18
KHIDI 中 999999999 Luna Vassarotti Boyd Schidt  P.Y.M.K,2023-07-07T00:00:00.000,2023-07-07T23:59:00.000,2023-07-08T11:30:00.000,"999999999, Luna Vassarotti, Boyd Schidt, P.Y.M.K, Saphileaum, MORB",KHIDI,/events/1734696,15
Monkey at Kus Tba - Cinthie / The Checkup / Soulidan / Zurkin,2023-07-07T00:00:00.000,2023-07-07T23:00:00.000,2023-07-08T09:30:00.000,"Cinthie, The Checkup, Soulidan, Zurkin",TBA - Monkey,/events/1717996,7
Mancho • Seqta • fjaartaf,2023-07-07T00:00:00.000,2023-07-07T23:00:00.000,2023-07-08T09:00:00.000,"Mancho, Seqta, fjaartaf",Mtkvarze,/events/1735407,6
eZo Festival - Last Dance of Summer,2023-07-07T00:00:00.000,2023-07-07T22:00:00.000,2023-07-08T22:00:00.000,"AudioSpace, BEQA, Bambu, Shakolin, Kamma, Masalo, Lakuti, Tama Sumo, Rati, Liquid Earth, Shonky, Zurkin",Mtatsminda Park,/events/1729601,5
Weekly Program,2023-07-04T00:00:00.000,2023-07-04T21:00:00.000,2023-07-10T02:00:00.000,,Dedaena,/events/1736064,0
