Event name,Date,Start Time,End Time,Artists,Venue,Event URL,Number of guests attending
KHIDI 中 Boyd Schidt ❚ OTHR ❚ Vulkanski ❚ Yanamaste,2021-12-03T00:00:00.000,2021-12-03T23:00:00.000,2021-12-04T12:00:00.000,"Boyd Schidt, OTHR, Vulkanski, Yanamaste, Poly Chain, Saphileaum, Generali Minerali",KHIDI,/events/1485045,8
Art-Cafe Home / Daraba: Boya - Tornike - Elefunk a.k.a L9,2021-12-03T00:00:00.000,2021-12-03T20:00:00.000,2021-12-05T04:00:00.000,Tornike,Art-Cafe Home,/events/1484079,1
Rytm: Tade - Mancho - Mtvare - Dali,2021-12-04T00:00:00.000,2021-12-04T23:59:00.000,2021-12-05T10:00:00.000,"Tade, Mancho, Mtvare",Warehouse TBC,/events/1484724,3
Art-Cafe Home / Daraba: Boya - Tornike - Elefunk a.k.a L9,2021-12-03T00:00:00.000,2021-12-03T20:00:00.000,2021-12-05T04:00:00.000,Tornike,Art-Cafe Home,/events/1484079,1
Home/Daraba: Endorphins - LVN - Dirac,2021-12-10T00:00:00.000,2021-12-10T20:00:00.000,2021-12-12T04:00:00.000,"Endorphins, LVN",Art-Cafe Home,/events/1487007,1
Rytm: Gio Shengelia - Ika Usherenko - Levi Love Disc - Sumo,2021-12-11T00:00:00.000,2021-12-11T23:59:00.000,2021-12-12T10:00:00.000,"Gio Shengelia, Usherenko, Levi Love Disco",Warehouse TBC,/events/1484728,5
Home/Daraba: Endorphins - LVN - Dirac,2021-12-10T00:00:00.000,2021-12-10T20:00:00.000,2021-12-12T04:00:00.000,"Endorphins, LVN",Art-Cafe Home,/events/1487007,1
KHIDI 中 Ancient Methods ❚ MARRØN ❚ Yanamaste,2021-12-17T00:00:00.000,2021-12-17T23:00:00.000,2021-12-18T12:00:00.000,"Ancient Methods, MARRØN, Yanamaste, Audio Space",KHIDI,/events/1489518,8
Bassiani/Horoom: Together Back,2021-12-17T00:00:00.000,2021-12-17T23:00:00.000,2021-12-18T12:00:00.000,"Kancheli, Ndrx, Newa, Zitto, Zesknel, Dito, Hamatsuki, Kvanchi, ninasupsa",Bassiani,/events/1490299,4
Home/Daraba: Toke - Gvancika - Levan Abashidze,2021-12-17T00:00:00.000,2021-12-17T20:00:00.000,2021-12-19T04:00:00.000,,Art-Cafe Home,/events/1487008,1
Summoning AT TES: DJ Spit - BMI - skyra (Live) - Givi Gelashvili,2021-12-18T00:00:00.000,2021-12-18T22:00:00.000,2021-12-19T11:00:00.000,"DJ Spit, skyra, Givi Gelashvili",TES,/events/1489689,3
Home/Daraba: Toke - Gvancika - Levan Abashidze,2021-12-17T00:00:00.000,2021-12-17T20:00:00.000,2021-12-19T04:00:00.000,,Art-Cafe Home,/events/1487008,1
Horoom Nights #47: Together Back,2021-12-18T00:00:00.000,2021-12-18T23:59:00.000,2021-12-19T09:00:00.000,"Aksed, nebbieri",Bassiani,/events/1490304,1
Bassiani / Horoom: Stranger // Zitto // Beka Wu // Hamatsuki // Sophie Phare,2021-12-24T00:00:00.000,2021-12-24T23:59:00.000,2021-12-25T12:00:00.000,"stranger (NL), Zitto, Beka Wu, Sophie Phare, Hamatsuki",Bassiani,/events/1490345,11
Art-Cafe Home: Elefunk a.k.a L9,2021-12-24T00:00:00.000,2021-12-24T20:00:00.000,2021-12-25T03:00:00.000,,Art-Cafe Home,/events/1489127,1
W185,2021-12-25T00:00:00.000,2021-12-25T00:00:00.000,2021-12-26T12:30:00.000,"Stef Mendesidis, Vulkanski, Yanamaste",Warehouse TBC,/events/1488996,10
Einline New Year,2021-12-31T00:00:00.000,2021-12-31T23:00:00.000,2022-01-01T12:00:00.000,"Boston 168, Thomas Hessler, Teen A Teen, Ly Sas, NEUX, Tobako Tween, Mocongo, Levi Love Disco, Berika",Warehouse TBC,/events/1473433,19
Gunflower Invites Jeremy Underground | Chez Damier |  Route 8 | Zurkin | Papuna,2021-12-31T00:00:00.000,2021-12-31T23:00:00.000,2022-01-01T12:00:00.000,"Chez Damier, Jeremy Underground, Route 8, Zurkin",Silk Factory Studio,/events/1487314,13
KHIDI 中 New Year's EVE with Mzesumzira,2021-12-31T00:00:00.000,2021-12-31T23:00:00.000,2022-01-02T12:00:00.000,"Boyd Schidt, Christoph Faust, Liza Rivs, Quelza, Yanamaste, Audio Space, Gabunia, OTHR, Phase Fatale, Unhuman, Vulkanski, Autumn Tree, Generali Minerali, McKenzie, Saphileaum, Vasil",KHIDI,/events/1491520,10
NYE Weekend,2021-12-31T00:00:00.000,2021-12-31T23:59:00.000,2022-01-02T09:00:00.000,"nebbieri, Anastasia Kristensen, Ash Scholem, Ani Kvirkvelia, Kraumur, Sportsmanship",Left Bank,/events/1492111,7
Bassiani/Horoom: Rene Wise // Ndrx // Paquita Gordon // Kancheli // Dito,2021-12-31T00:00:00.000,2021-12-31T23:59:00.000,2022-01-01T12:00:00.000,"Rene Wise, Ndrx, Paquita Gordon, Kancheli, Dito",Bassiani,/events/1491499,6
New Year Monkey with - Ultra Nate,2021-12-31T00:00:00.000,2021-12-31T23:00:00.000,2022-01-01T09:00:00.000,"Soulidan, Hemi, Generali Minerali, Digital Groove Affair",Monkey at Orbeliani,/events/1490539,5
"Colibri New Year with Roman Flügel, Jane Fitz, 98dots., JD J",2021-12-31T00:00:00.000,2021-12-31T23:59:00.000,2022-01-01T12:00:00.000,"Roman Flügel, Jane Fitz, 98dots, Jd J",Colibri,/events/1491522,4
"Bassil, 666uba, Generali Minerali (Live) & Seqta",2021-12-31T00:00:00.000,2021-12-31T23:59:00.000,2022-01-01T10:00:00.000,"Bassil, Generali Minerali, Seqta",TES,/events/1491719,1
"Kizzo, Krawai and Smkhr",2021-12-31T00:00:00.000,2021-12-31T23:00:00.000,2022-01-01T10:00:00.000,"Kizzo, Krawai",DJ Community,/events/1491849,1
Einline New Year,2021-12-31T00:00:00.000,2021-12-31T23:00:00.000,2022-01-01T12:00:00.000,"Boston 168, Thomas Hessler, Teen A Teen, Ly Sas, NEUX, Tobako Tween, Mocongo, Levi Love Disco, Berika",Warehouse TBC,/events/1473433,19
Gunflower Invites Jeremy Underground | Chez Damier |  Route 8 | Zurkin | Papuna,2021-12-31T00:00:00.000,2021-12-31T23:00:00.000,2022-01-01T12:00:00.000,"Chez Damier, Jeremy Underground, Route 8, Zurkin",Silk Factory Studio,/events/1487314,13
KHIDI 中 New Year's EVE with Mzesumzira,2021-12-31T00:00:00.000,2021-12-31T23:00:00.000,2022-01-02T12:00:00.000,"Boyd Schidt, Christoph Faust, Liza Rivs, Quelza, Yanamaste, Audio Space, Gabunia, OTHR, Phase Fatale, Unhuman, Vulkanski, Autumn Tree, Generali Minerali, McKenzie, Saphileaum, Vasil",KHIDI,/events/1491520,10
NYE Weekend,2021-12-31T00:00:00.000,2021-12-31T23:59:00.000,2022-01-02T09:00:00.000,"nebbieri, Anastasia Kristensen, Ash Scholem, Ani Kvirkvelia, Kraumur, Sportsmanship",Left Bank,/events/1492111,7
Bassiani/Horoom: Rene Wise // Ndrx // Paquita Gordon // Kancheli // Dito,2021-12-31T00:00:00.000,2021-12-31T23:59:00.000,2022-01-01T12:00:00.000,"Rene Wise, Ndrx, Paquita Gordon, Kancheli, Dito",Bassiani,/events/1491499,6
New Year Monkey with - Ultra Nate,2021-12-31T00:00:00.000,2021-12-31T23:00:00.000,2022-01-01T09:00:00.000,"Soulidan, Hemi, Generali Minerali, Digital Groove Affair",Monkey at Orbeliani,/events/1490539,5
"Colibri New Year with Roman Flügel, Jane Fitz, 98dots., JD J",2021-12-31T00:00:00.000,2021-12-31T23:59:00.000,2022-01-01T12:00:00.000,"Roman Flügel, Jane Fitz, 98dots, Jd J",Colibri,/events/1491522,4
"Bassil, 666uba, Generali Minerali (Live) & Seqta",2021-12-31T00:00:00.000,2021-12-31T23:59:00.000,2022-01-01T10:00:00.000,"Bassil, Generali Minerali, Seqta",TES,/events/1491719,1
"Kizzo, Krawai and Smkhr",2021-12-31T00:00:00.000,2021-12-31T23:00:00.000,2022-01-01T10:00:00.000,"Kizzo, Krawai",DJ Community,/events/1491849,1
