Event name,Date,Start Time,End Time,Artists,Venue,Event URL,Number of guests attending
NO.TFS (Fhainest) for Symbiotikka,2021-04-07T00:00:00.000,2021-04-07T20:00:00.000,2021-04-08T22:00:00.000,No.TFS,KitKatClub,/events/1440751,2
NO.TFS (Fhainest) for Symbiotikka,2021-04-07T00:00:00.000,2021-04-07T20:00:00.000,2021-04-08T22:00:00.000,No.TFS,KitKatClub,/events/1440751,2
Recycle - Berlin's Finest Drum'n'bass: Critical Sound Berlin // Postponed,2021-04-10T00:00:00.000,2021-04-10T23:59:00.000,2021-04-11T06:30:00.000,"Mefjus, Kasra, Survey, Mc Jamie White",Gretchen,/events/1406680,6
Warehouse Nation,2021-04-12T00:00:00.000,2021-04-12T22:00:00.000,2021-04-13T08:00:00.000,History Of Beatrice,TBA - Berlin,/events/1426195,5
Amplify Berlin: Open Call for Berlin-Based Emerging Musicians,2021-04-16T00:00:00.000,2021-04-16T09:00:00.000,2021-04-25T23:59:00.000,"Hainbach, Brandt Brauer Frick",Acud Macht NEU,/events/1440878,2
Electric Monday Livestream,2021-04-16T00:00:00.000,2021-04-16T20:00:00.000,2021-04-16T23:59:00.000,"Antikkka, Diana May",KitKatClub,/events/1441447,1
Amplify Berlin: Open Call for Berlin-Based Emerging Musicians,2021-04-16T00:00:00.000,2021-04-16T09:00:00.000,2021-04-25T23:59:00.000,"Hainbach, Brandt Brauer Frick",Acud Macht NEU,/events/1440878,2
[POTPONED] The Micronaut,2021-04-17T00:00:00.000,2021-04-17T20:00:00.000,2021-04-17T23:00:00.000,Micronaut,Burg Schnabel,/events/1400987,3
Amplify Berlin: Open Call for Berlin-Based Emerging Musicians,2021-04-16T00:00:00.000,2021-04-16T09:00:00.000,2021-04-25T23:59:00.000,"Hainbach, Brandt Brauer Frick",Acud Macht NEU,/events/1440878,2
Amplify Berlin: Open Call for Berlin-Based Emerging Musicians,2021-04-16T00:00:00.000,2021-04-16T09:00:00.000,2021-04-25T23:59:00.000,"Hainbach, Brandt Brauer Frick",Acud Macht NEU,/events/1440878,2
Amplify Berlin: Open Call for Berlin-Based Emerging Musicians,2021-04-16T00:00:00.000,2021-04-16T09:00:00.000,2021-04-25T23:59:00.000,"Hainbach, Brandt Brauer Frick",Acud Macht NEU,/events/1440878,2
Amplify Berlin: Open Call for Berlin-Based Emerging Musicians,2021-04-16T00:00:00.000,2021-04-16T09:00:00.000,2021-04-25T23:59:00.000,"Hainbach, Brandt Brauer Frick",Acud Macht NEU,/events/1440878,2
Amplify Berlin: Open Call for Berlin-Based Emerging Musicians,2021-04-16T00:00:00.000,2021-04-16T09:00:00.000,2021-04-25T23:59:00.000,"Hainbach, Brandt Brauer Frick",Acud Macht NEU,/events/1440878,2
Amplify Berlin: Open Call for Berlin-Based Emerging Musicians,2021-04-16T00:00:00.000,2021-04-16T09:00:00.000,2021-04-25T23:59:00.000,"Hainbach, Brandt Brauer Frick",Acud Macht NEU,/events/1440878,2
[RESCHEDULED] shitlabel,2021-04-24T00:00:00.000,2021-04-24T23:59:00.000,2021-04-25T12:00:00.000,"BLACK ANTHEM RESTORE, DJ Qu, Inverse Element",://about blank,/events/1375256,250
Sevdaliza,2021-04-24T00:00:00.000,2021-04-24T19:30:00.000,2021-04-24T23:00:00.000,Sevdaliza,Metropol,/events/1409393,6
Amplify Berlin: Open Call for Berlin-Based Emerging Musicians,2021-04-16T00:00:00.000,2021-04-16T09:00:00.000,2021-04-25T23:59:00.000,"Hainbach, Brandt Brauer Frick",Acud Macht NEU,/events/1440878,2
Amplify Berlin: Open Call for Berlin-Based Emerging Musicians,2021-04-16T00:00:00.000,2021-04-16T09:00:00.000,2021-04-25T23:59:00.000,"Hainbach, Brandt Brauer Frick",Acud Macht NEU,/events/1440878,2
Ava Open Air,2021-04-28T00:00:00.000,2021-04-28T20:00:00.000,2021-04-29T06:00:00.000,,AVA Club,/events/1451951,1
"Tanz in den Mai w. Skazka Orchestra, Luett Matten & DAGVII",2021-04-30T00:00:00.000,2021-04-30T21:00:00.000,2021-05-01T07:00:00.000,"Luett Matten, DAGVII",Slaughterhouse am Kulturfabrik Moabit,/events/1388369,7
Amplify Berlin: Open Call for Berlin-Based Emerging Musicians,2021-04-16T00:00:00.000,2021-04-16T09:00:00.000,2021-04-25T23:59:00.000,"Hainbach, Brandt Brauer Frick",Acud Macht NEU,/events/1440878,2
Amplify Berlin: Open Call for Berlin-Based Emerging Musicians,2021-04-16T00:00:00.000,2021-04-16T09:00:00.000,2021-04-25T23:59:00.000,"Hainbach, Brandt Brauer Frick",Acud Macht NEU,/events/1440878,2
